,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
0,-1.0,7455282.0,11277572.0,16994693.0,20439936.0,20778778.0,23371841.0,28762327.0,70115569.0,96894552.0,143531181.0,178779512.0,194920096.0,210824047.0,211390583.0,240401589.0,251106916.0,258047934.0,266562398.0,272308325.0,273950708.0,274585158.0,275093764.0,275179952.0,279263583.0,286787984.0,287848520.0,287859136.0,288196328.0,289513787.0,292701683.0,292702777.0,295125390.0,302554352.0,304659133.0,316144548.0,328933147.0,343800608.0,353142132.0,356182668.0,359179176.0,369028288.0,381696542.0,414344234.0,430530678.0,441155820.0
1,7455282.0,0.0,38.0,7.0,42.0,445.0,16.0,44.0,64.0,0.0,5.0,36.0,42.0,3.0,57.0,31.0,15.0,31.0,0.0,4.0,42.0,25.0,19.0,20.0,34.0,6.0,2.0,44.0,19.0,0.0,0.0,0.0,22.0,0.0,36.0,0.0,0.0,102.0,44.0,45.0,10.0,131.0,34.0,0.0,56.0,17.0
2,11277572.0,38.0,0.0,7.0,6.0,17.0,35.0,15.0,6.0,0.0,0.0,1.0,12.0,0.0,10.0,25.0,2.0,2.0,0.0,1.0,3.0,3.0,1.0,53.0,42.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,58.0,3.0,3.0,2.0,145.0,1.0,0.0,2.0,3.0
3,16994693.0,7.0,7.0,0.0,2.0,5.0,29.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,20.0,6.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0
4,20439936.0,42.0,6.0,2.0,0.0,14.0,0.0,28.0,105.0,0.0,5.0,28.0,16.0,18.0,11.0,9.0,14.0,70.0,7.0,23.0,59.0,1.0,24.0,7.0,4.0,9.0,3.0,22.0,51.0,0.0,0.0,0.0,66.0,2.0,40.0,2.0,6.0,37.0,10.0,40.0,14.0,26.0,42.0,9.0,64.0,12.0
5,20778778.0,445.0,17.0,5.0,14.0,0.0,10.0,11.0,25.0,0.0,3.0,6.0,9.0,4.0,17.0,6.0,8.0,7.0,0.0,1.0,9.0,15.0,8.0,11.0,19.0,2.0,1.0,12.0,6.0,0.0,0.0,0.0,6.0,0.0,10.0,0.0,0.0,35.0,9.0,8.0,1.0,53.0,25.0,0.0,18.0,4.0
6,23371841.0,16.0,35.0,29.0,0.0,10.0,0.0,11.0,1.0,0.0,0.0,0.0,4.0,0.0,21.0,13.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,24.0,0.0,0.0,0.0,84.0,0.0,0.0,1.0,1.0
7,28762327.0,44.0,15.0,4.0,28.0,11.0,11.0,0.0,35.0,0.0,1.0,21.0,32.0,3.0,5.0,15.0,5.0,17.0,2.0,5.0,20.0,2.0,5.0,9.0,20.0,5.0,1.0,16.0,12.0,0.0,0.0,0.0,18.0,2.0,25.0,0.0,7.0,30.0,9.0,21.0,7.0,74.0,9.0,1.0,18.0,12.0
8,70115569.0,64.0,6.0,1.0,105.0,25.0,1.0,35.0,0.0,0.0,7.0,51.0,27.0,17.0,9.0,8.0,5.0,140.0,4.0,35.0,107.0,1.0,32.0,11.0,6.0,13.0,2.0,22.0,196.0,0.0,0.0,0.0,93.0,4.0,26.0,2.0,9.0,19.0,9.0,45.0,22.0,21.0,66.0,9.0,195.0,27.0
9,96894552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,143531181.0,5.0,0.0,0.0,5.0,3.0,0.0,1.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,4.0,0.0,4.0,2.0
11,178779512.0,36.0,1.0,0.0,28.0,6.0,0.0,21.0,51.0,0.0,1.0,0.0,25.0,4.0,8.0,4.0,3.0,34.0,0.0,14.0,56.0,0.0,16.0,5.0,1.0,9.0,0.0,16.0,61.0,0.0,0.0,0.0,54.0,3.0,16.0,2.0,10.0,18.0,8.0,16.0,12.0,15.0,21.0,0.0,59.0,9.0
12,194920096.0,42.0,12.0,1.0,16.0,9.0,4.0,32.0,27.0,0.0,1.0,25.0,0.0,2.0,5.0,12.0,3.0,14.0,2.0,7.0,21.0,0.0,1.0,3.0,9.0,45.0,20.0,16.0,22.0,0.0,0.0,0.0,21.0,3.0,16.0,1.0,43.0,25.0,13.0,17.0,9.0,49.0,3.0,4.0,11.0,21.0
13,210824047.0,3.0,0.0,1.0,18.0,4.0,0.0,3.0,17.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,8.0,15.0,2.0,36.0,6.0,0.0,3.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,11.0,1.0,2.0,3.0,1.0,40.0,18.0,2.0,3.0,5.0,11.0,22.0
14,211390583.0,57.0,10.0,20.0,11.0,17.0,21.0,5.0,9.0,0.0,1.0,8.0,5.0,1.0,0.0,3.0,2.0,6.0,0.0,2.0,13.0,7.0,8.0,11.0,5.0,1.0,2.0,21.0,1.0,0.0,0.0,0.0,8.0,0.0,17.0,0.0,1.0,34.0,17.0,11.0,6.0,60.0,3.0,0.0,9.0,3.0
15,240401589.0,31.0,25.0,6.0,9.0,6.0,13.0,15.0,8.0,0.0,0.0,4.0,12.0,1.0,3.0,0.0,6.0,6.0,0.0,1.0,6.0,4.0,1.0,18.0,24.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,0.0,1.0,41.0,3.0,4.0,3.0,68.0,2.0,0.0,5.0,6.0
16,251106916.0,15.0,2.0,1.0,14.0,8.0,1.0,5.0,5.0,0.0,0.0,3.0,3.0,8.0,2.0,6.0,0.0,6.0,1.0,4.0,6.0,6.0,5.0,3.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,22.0,2.0,0.0,12.0,1.0,11.0,4.0,18.0,9.0,0.0,3.0,2.0
17,258047934.0,31.0,2.0,1.0,70.0,7.0,1.0,17.0,140.0,0.0,1.0,34.0,14.0,15.0,6.0,6.0,6.0,0.0,3.0,24.0,61.0,0.0,14.0,3.0,1.0,7.0,0.0,13.0,82.0,0.0,0.0,0.0,55.0,3.0,40.0,2.0,5.0,16.0,6.0,42.0,16.0,20.0,28.0,2.0,79.0,14.0
18,266562398.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0
19,272308325.0,4.0,1.0,0.0,23.0,1.0,0.0,5.0,35.0,0.0,0.0,14.0,7.0,36.0,2.0,1.0,4.0,24.0,2.0,0.0,14.0,0.0,0.0,1.0,0.0,3.0,0.0,5.0,17.0,0.0,0.0,0.0,8.0,4.0,8.0,3.0,9.0,3.0,2.0,53.0,24.0,1.0,2.0,12.0,9.0,40.0
20,273950708.0,42.0,3.0,1.0,59.0,9.0,1.0,20.0,107.0,0.0,2.0,56.0,21.0,6.0,13.0,6.0,6.0,61.0,1.0,14.0,0.0,0.0,15.0,7.0,3.0,10.0,2.0,21.0,74.0,0.0,0.0,0.0,67.0,2.0,26.0,2.0,9.0,27.0,7.0,16.0,12.0,21.0,23.0,0.0,105.0,9.0
21,274585158.0,25.0,3.0,3.0,1.0,15.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,36.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,45.0,0.0,1.0,54.0,2.0,0.0,0.0,0.0
22,275093764.0,19.0,1.0,0.0,24.0,8.0,0.0,5.0,32.0,0.0,2.0,16.0,1.0,3.0,8.0,1.0,5.0,14.0,0.0,0.0,15.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,17.0,0.0,0.0,0.0,36.0,0.0,6.0,0.0,0.0,9.0,3.0,17.0,0.0,6.0,48.0,0.0,27.0,1.0
23,275179952.0,20.0,53.0,3.0,7.0,11.0,27.0,9.0,11.0,0.0,1.0,5.0,3.0,6.0,11.0,18.0,3.0,3.0,1.0,1.0,7.0,4.0,2.0,0.0,44.0,2.0,2.0,5.0,1.0,0.0,0.0,0.0,4.0,1.0,20.0,0.0,1.0,129.0,6.0,3.0,3.0,137.0,3.0,0.0,4.0,4.0
24,279263583.0,34.0,42.0,3.0,4.0,19.0,27.0,20.0,6.0,0.0,1.0,1.0,9.0,0.0,5.0,24.0,9.0,1.0,0.0,0.0,3.0,36.0,1.0,44.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,47.0,2.0,3.0,1.0,145.0,5.0,0.0,3.0,5.0
25,286787984.0,6.0,0.0,0.0,9.0,2.0,0.0,5.0,13.0,0.0,1.0,9.0,45.0,2.0,1.0,2.0,0.0,7.0,1.0,3.0,10.0,0.0,1.0,2.0,0.0,0.0,38.0,4.0,12.0,0.0,0.0,0.0,4.0,3.0,6.0,0.0,89.0,3.0,0.0,4.0,2.0,5.0,2.0,1.0,7.0,0.0
26,287848520.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,20.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,37.0,5.0,2.0,1.0,1.0,6.0,2.0,0.0,1.0,0.0
27,287859136.0,44.0,3.0,0.0,22.0,12.0,0.0,16.0,22.0,0.0,1.0,16.0,16.0,0.0,21.0,6.0,5.0,13.0,1.0,5.0,21.0,6.0,1.0,5.0,5.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,15.0,1.0,19.0,0.0,2.0,24.0,21.0,14.0,10.0,32.0,4.0,0.0,19.0,5.0
28,288196328.0,19.0,1.0,0.0,51.0,6.0,0.0,12.0,196.0,0.0,4.0,61.0,22.0,6.0,1.0,0.0,0.0,82.0,1.0,17.0,74.0,0.0,17.0,1.0,2.0,12.0,0.0,5.0,0.0,0.0,0.0,0.0,75.0,4.0,6.0,1.0,18.0,4.0,4.0,18.0,8.0,7.0,40.0,1.0,175.0,11.0
29,289513787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30,292701683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
31,292702777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
32,295125390.0,22.0,3.0,1.0,66.0,6.0,0.0,18.0,93.0,0.0,2.0,54.0,21.0,4.0,8.0,6.0,9.0,55.0,0.0,8.0,67.0,0.0,36.0,4.0,2.0,4.0,1.0,15.0,75.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,3.0,13.0,10.0,25.0,16.0,16.0,49.0,2.0,91.0,7.0
33,302554352.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0
34,304659133.0,36.0,5.0,2.0,40.0,10.0,2.0,25.0,26.0,0.0,3.0,16.0,16.0,11.0,17.0,10.0,22.0,40.0,1.0,8.0,26.0,1.0,6.0,20.0,5.0,6.0,5.0,19.0,6.0,0.0,0.0,0.0,19.0,0.0,0.0,4.0,4.0,31.0,7.0,21.0,11.0,44.0,4.0,0.0,15.0,10.0
35,316144548.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0
36,328933147.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,9.0,0.0,0.0,10.0,43.0,2.0,1.0,1.0,0.0,5.0,1.0,9.0,9.0,0.0,0.0,1.0,0.0,89.0,37.0,2.0,18.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,3.0,0.0,1.0,2.0,4.0,1.0,5.0,3.0,4.0
37,343800608.0,102.0,58.0,4.0,37.0,35.0,24.0,30.0,19.0,0.0,3.0,18.0,25.0,3.0,34.0,41.0,12.0,16.0,2.0,3.0,27.0,23.0,9.0,129.0,47.0,3.0,5.0,24.0,4.0,0.0,0.0,0.0,13.0,0.0,31.0,0.0,3.0,0.0,20.0,20.0,9.0,209.0,9.0,0.0,15.0,12.0
38,353142132.0,44.0,3.0,3.0,10.0,9.0,0.0,9.0,9.0,0.0,0.0,8.0,13.0,1.0,17.0,3.0,1.0,6.0,0.0,2.0,7.0,45.0,3.0,6.0,2.0,0.0,2.0,21.0,4.0,0.0,0.0,0.0,10.0,0.0,7.0,0.0,0.0,20.0,0.0,15.0,5.0,22.0,4.0,0.0,11.0,7.0
39,356182668.0,45.0,3.0,0.0,40.0,8.0,0.0,21.0,45.0,0.0,3.0,16.0,17.0,40.0,11.0,4.0,11.0,42.0,3.0,53.0,16.0,0.0,17.0,3.0,3.0,4.0,1.0,14.0,18.0,0.0,0.0,0.0,25.0,0.0,21.0,1.0,1.0,20.0,15.0,0.0,31.0,11.0,14.0,11.0,36.0,40.0
40,359179176.0,10.0,2.0,0.0,14.0,1.0,0.0,7.0,22.0,0.0,0.0,12.0,9.0,18.0,6.0,3.0,4.0,16.0,0.0,24.0,12.0,1.0,0.0,3.0,1.0,2.0,1.0,10.0,8.0,0.0,0.0,0.0,16.0,0.0,11.0,2.0,2.0,9.0,5.0,31.0,0.0,10.0,2.0,1.0,9.0,16.0
41,369028288.0,131.0,145.0,17.0,26.0,53.0,84.0,74.0,21.0,0.0,0.0,15.0,49.0,2.0,60.0,68.0,18.0,20.0,0.0,1.0,21.0,54.0,6.0,137.0,145.0,5.0,6.0,32.0,7.0,1.0,1.0,1.0,16.0,0.0,44.0,0.0,4.0,209.0,22.0,11.0,10.0,0.0,7.0,0.0,7.0,15.0
42,381696542.0,34.0,1.0,0.0,42.0,25.0,0.0,9.0,66.0,0.0,4.0,21.0,3.0,3.0,3.0,2.0,9.0,28.0,0.0,2.0,23.0,2.0,48.0,3.0,5.0,2.0,2.0,4.0,40.0,0.0,0.0,0.0,49.0,0.0,4.0,0.0,1.0,9.0,4.0,14.0,2.0,7.0,0.0,0.0,58.0,3.0
43,414344234.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,2.0,24.0
44,430530678.0,56.0,2.0,0.0,64.0,18.0,1.0,18.0,195.0,0.0,4.0,59.0,11.0,11.0,9.0,5.0,3.0,79.0,1.0,9.0,105.0,0.0,27.0,4.0,3.0,7.0,1.0,19.0,175.0,0.0,0.0,0.0,91.0,0.0,15.0,0.0,3.0,15.0,11.0,36.0,9.0,7.0,58.0,2.0,0.0,6.0
45,441155820.0,17.0,3.0,1.0,12.0,4.0,1.0,12.0,27.0,0.0,2.0,9.0,21.0,22.0,3.0,6.0,2.0,14.0,2.0,40.0,9.0,0.0,1.0,4.0,5.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,7.0,2.0,10.0,3.0,4.0,12.0,7.0,40.0,16.0,15.0,3.0,24.0,6.0,0.0
